Input Type,n,Trial,Algorithm,Time,Comparisons,Swaps/Data Movements,Recursive Calls,Max Recursion Depth,Peak Memory Bytes,Constant c
sorted,1000,3,Quick Sort,3.131251099985093,499500,0,1999,1000,80120,0.00031420016835044957
sorted,1000,4,Heap Sort,0.06398009997792542,17583,9708,10208,10,8788,6.41997640631199e-06
sorted,1000,4,Merge Sort,0.031978200073353946,4932,9976,1999,11,27152,3.2087991431412204e-06
sorted,1000,4,Quick Sort,3.179305800003931,499500,0,1999,1000,80120,0.00031902213706321784
sorted,1000,5,Heap Sort,0.0620174000505358,17583,9708,10208,10,158044,6.223032556101393e-06
sorted,1000,5,Merge Sort,0.03500500007066876,4932,9976,1999,11,27152,3.5125183398303586e-06
sorted,1000,5,Quick Sort,3.209902499918826,499500,0,1999,1000,80120,0.0003220923118774555
sorted,1000,6,Heap Sort,0.061091599985957146,17583,9708,10208,10,8788,6.13013469295945e-06
sorted,1000,6,Merge Sort,0.032298200065270066,4932,9976,1999,11,27152,3.2409090085342146e-06
sorted,1000,6,Quick Sort,3.0889776999829337,499500,0,1999,1000,80120,0.000309958314543999
sorted,1000,7,Heap Sort,0.06425449997186661,17583,9708,10208,10,8788,6.447510615974094e-06
sorted,1000,7,Merge Sort,0.032664099941030145,4932,9976,1999,11,27152,3.277624621205384e-06
sorted,1000,7,Quick Sort,3.2098761000670493,499500,0,1999,1000,229280,0.00032208966282836686
sorted,1000,8,Heap Sort,0.06286219996400177,17583,9708,10208,10,8788,6.307802594197257e-06
sorted,1000,8,Merge Sort,0.03324109991081059,4932,9976,1999,11,27152,3.3355227206724255e-06
sorted,1000,8,Quick Sort,3.1009734999388456,499500,0,1999,1000,80120,0.00031116201308023706
sorted,1000,9,Heap Sort,0.07913520000874996,17583,9708,10208,10,8788,7.94068963850076e-06
sorted,1000,9,Merge Sort,0.03340680000837892,4932,9976,1999,11,27152,3.3521496205565977e-06
sorted,1000,9,Quick Sort,3.0813429000554606,499500,0,1999,1000,80120,0.0003091922132809782
sorted,1000,10,Heap Sort,0.06438659993000329,17583,9708,10208,10,8788,6.460765965915793e-06
sorted,1000,10,Merge Sort,0.029516100068576634,4932,9976,1999,11,27152,2.9617438252204196e-06
sorted,1000,10,Quick Sort,3.250649999943562,499500,0,1999,1000,229280,0.0003261810517960436
reverse_sorted,100,1,Heap Sort,0.0016299999551847577,944,516,566,7,1200,2.453394397207786e-06
reverse_sorted,100,1,Merge Sort,0.0015323000261560082,356,672,199,8,4152,2.3063413511483074e-06
reverse_sorted,100,1,Quick Sort,0.006134600029326975,4950,50,199,100,1544,9.233493101142793e-06
reverse_sorted,100,2,Heap Sort,0.0020237999269738793,944,516,566,7,1352,3.046122416208562e-06
reverse_sorted,100,2,Merge Sort,0.00133500003721565,356,672,199,8,3848,2.0093752770722097e-06
reverse_sorted,100,2,Quick Sort,0.005988399963825941,4950,50,199,100,1416,9.013440075723541e-06
reverse_sorted,100,3,Heap Sort,0.0018769999733194709,944,516,566,7,1224,2.825166469148266e-06
reverse_sorted,100,3,Merge Sort,0.0033817000221461058,356,672,199,8,4104,5.0899657150176376e-06
reverse_sorted,100,3,Quick Sort,0.005301199969835579,4950,50,199,100,1496,7.97910101966751e-06
reverse_sorted,100,4,Heap Sort,0.0025934999575838447,944,516,566,7,1240,3.903606404930002e-06
reverse_sorted,100,4,Merge Sort,0.0013341999147087336,356,672,199,8,3960,2.008170972698271e-06
reverse_sorted,100,4,Quick Sort,0.007685100077651441,4950,50,199,100,1544,1.1567228215263376e-05
reverse_sorted,100,5,Heap Sort,0.001757299993187189,944,516,566,7,1352,2.6450000466472687e-06
reverse_sorted,100,5,Merge Sort,0.0015079999575391412,356,672,199,8,4152,2.269766103396458e-06
reverse_sorted,100,5,Quick Sort,0.009205500013194978,4950,50,199,100,1544,1.3855658145284316e-05
reverse_sorted,100,6,Heap Sort,0.003078000037930906,944,516,566,7,1352,4.632851690360373e-06
reverse_sorted,100,6,Merge Sort,0.0015509999357163906,356,672,199,8,4152,2.3344875196177013e-06
reverse_sorted,100,6,Quick Sort,0.005935700028203428,4950,50,199,100,1544,8.934118768763856e-06
reverse_sorted,100,7,Heap Sort,0.0019531999714672565,944,516,566,7,1352,2.9398588947083823e-06
reverse_sorted,100,7,Merge Sort,0.0016433000564575195,356,672,199,8,4152,2.473413044350136e-06
reverse_sorted,100,7,Quick Sort,0.006446499959565699,4950,50,199,100,1544,9.702949274379588e-06
reverse_sorted,100,8,Heap Sort,0.002071700058877468,944,516,566,7,1352,3.1182192987047695e-06
reverse_sorted,100,8,Merge Sort,0.0015586999943479896,356,672,199,8,4152,2.3460772627001144e-06
reverse_sorted,100,8,Quick Sort,0.00610280002001673,4950,50,199,100,1544,9.185629317818903e-06
reverse_sorted,100,9,Heap Sort,0.0029480999801307917,944,516,566,7,1352,4.437332621178777e-06
reverse_sorted,100,9,Merge Sort,0.002848800038918853,356,672,199,8,4152,4.287871316816459e-06
reverse_sorted,100,9,Quick Sort,0.006172499968670309,4950,50,199,100,1544,9.290538194023736e-06
reverse_sorted,100,10,Heap Sort,0.0023640000727027655,944,516,566,7,1352,3.558174658176824e-06
reverse_sorted,100,10,Merge Sort,0.0016467999666929245,356,672,199,8,4152,2.4786809341650776e-06
reverse_sorted,100,10,Quick Sort,0.006654300028458238,4950,50,199,100,1544,1.0015719543568068e-05
reverse_sorted,200,1,Heap Sort,0.0066223000176250935,2275,1206,1306,8,2064,4.331779571208981e-06
reverse_sorted,200,1,Merge Sort,0.004644299973733723,812,1544,399,9,6760,3.037929978291885e-06
reverse_sorted,200,1,Quick Sort,0.031453299918212,19900,100,399,200,150646,2.057423578971007e-05
reverse_sorted,200,2,Heap Sort,0.007080000010319054,2275,1206,1306,8,2200,4.631170337682473e-06
reverse_sorted,200,2,Merge Sort,0.004123099963180721,812,1544,399,9,6760,2.6970025735807534e-06
reverse_sorted,200,2,Quick Sort,0.027641900000162423,19900,100,399,200,2376,1.8081122481830124e-05
reverse_sorted,200,3,Heap Sort,0.006262899958528578,2275,1206,1306,8,2200,4.0966887674486425e-06
reverse_sorted,200,3,Merge Sort,0.003915600012987852,812,1544,399,9,6760,2.5612726847384937e-06
reverse_sorted,200,3,Quick Sort,0.030532400007359684,19900,100,399,200,2376,1.997185664495051e-05
reverse_sorted,200,4,Heap Sort,0.011099299998022616,2275,1206,1306,8,2200,7.260275260587895e-06
reverse_sorted,200,4,Merge Sort,0.004393500043079257,812,1544,399,9,6760,2.8738767017598354e-06
reverse_sorted,200,4,Quick Sort,0.028058400028385222,19900,100,399,200,2376,1.8353563523290296e-05
reverse_sorted,200,5,Heap Sort,0.00548779999371618,2275,1206,1306,8,2200,3.589680298444962e-06
reverse_sorted,200,5,Merge Sort,0.005027500097639859,812,1544,399,9,6760,3.288588882902588e-06
reverse_sorted,200,5,Quick Sort,0.03135359997395426,19900,100,399,200,2376,2.050902005187927e-05
reverse_sorted,200,6,Heap Sort,0.0066229000221937895,2275,1206,1306,8,2200,4.3321720462594e-06
reverse_sorted,200,6,Merge Sort,0.00904819997958839,812,1544,399,9,6760,5.918609504776053e-06
reverse_sorted,200,6,Quick Sort,0.027371799922548234,19900,100,399,200,2376,1.7904444591176252e-05
reverse_sorted,200,7,Heap Sort,0.006020899978466332,2275,1206,1306,8,2200,3.938391715506475e-06
reverse_sorted,200,7,Merge Sort,0.00475289998576045,812,1544,399,9,6760,3.108967429370571e-06
reverse_sorted,200,7,Quick Sort,0.03011649998370558,19900,100,399,200,2376,1.969980807854076e-05
reverse_sorted,200,8,Heap Sort,0.005173700046725571,2275,1206,1306,8,2200,3.38422120869208e-06
reverse_sorted,200,8,Merge Sort,0.004677299992181361,812,1544,399,9,6760,3.0595159537657443e-06
reverse_sorted,200,8,Quick Sort,0.028709599981084466,19900,100,399,200,2376,1.8779526503579197e-05
reverse_sorted,200,9,Heap Sort,0.006552099948748946,2275,1206,1306,8,2200,4.285860294908326e-06
reverse_sorted,200,9,Merge Sort,0.003854300011880696,812,1544,399,9,6760,2.521175121685726e-06
reverse_sorted,200,9,Quick Sort,0.026180999935604632,19900,100,399,200,2376,1.7125518380779626e-05
reverse_sorted,200,10,Heap Sort,0.007598700001835823,2275,1206,1306,8,2200,4.9704624296835235e-06
reverse_sorted,200,10,Merge Sort,0.004153400077484548,812,1544,399,9,6760,2.7168224874773284e-06
reverse_sorted,200,10,Quick Sort,0.027084800065495074,19900,100,399,200,2376,1.7716712215051042e-05
reverse_sorted,300,1,Heap Sort,0.011129299993626773,3759,1994,2144,9,3124,4.5082615185420994e-06
reverse_sorted,300,1,Merge Sort,0.007959799957461655,1308,2488,599,10,9440,3.2243591118998493e-06
reverse_sorted,300,1,Quick Sort,0.08199929993133992,44850,150,599,300,154751,3.321631087665412e-05
reverse_sorted,300,2,Heap Sort,0.011998400092124939,3759,1994,2144,9,3124,4.860316951683821e-06
reverse_sorted,300,2,Merge Sort,0.008813699940219522,1308,2488,599,10,9440,3.570257275769593e-06
reverse_sorted,300,2,Quick Sort,0.0757157999323681,44850,150,599,300,7320,3.067098805640973e-05
reverse_sorted,300,3,Heap Sort,0.01025259995367378,3759,1994,2144,9,3124,4.1531274979219575e-06
reverse_sorted,300,3,Merge Sort,0.006325399968773127,1308,2488,599,10,9440,2.5622956776201e-06
reverse_sorted,300,3,Quick Sort,0.07603759993799031,44850,150,599,300,7320,3.080134293792465e-05
reverse_sorted,300,4,Heap Sort,0.013002300052903593,3759,1994,2144,9,3124,5.266977169688193e-06
reverse_sorted,300,4,Merge Sort,0.006409799912944436,1308,2488,599,10,9440,2.5964844424743593e-06
reverse_sorted,300,4,Quick Sort,0.07377020001877099,44850,150,599,300,7320,2.988286362576525e-05
reverse_sorted,300,5,Heap Sort,0.01095929997973144,3759,1994,2144,9,3124,4.4393978414703315e-06
reverse_sorted,300,5,Merge Sort,0.010525800054892898,1308,2488,599,10,9440,4.26379550973701e-06
reverse_sorted,300,5,Quick Sort,0.07275009993463755,44850,150,599,300,7320,2.9469641054984167e-05
reverse_sorted,300,6,Heap Sort,0.010195199982263148,3759,1994,2144,9,3124,4.1298758933804175e-06
reverse_sorted,300,6,Merge Sort,0.007433199905790389,1308,2488,599,10,9440,3.011043741663504e-06
reverse_sorted,300,6,Quick Sort,0.07923889998346567,44850,150,599,300,7320,3.209812690570235e-05
reverse_sorted,300,7,Heap Sort,0.01483690005261451,3759,1994,2144,9,3124,6.010137708567584e-06
reverse_sorted,300,7,Merge Sort,0.00876370002515614,1308,2488,599,10,9440,3.550003289163095e-06
reverse_sorted,300,7,Quick Sort,0.071920600021258,44850,150,599,300,7320,2.91336268814724e-05
reverse_sorted,300,8,Heap Sort,0.009459100081585348,3759,1994,2144,9,3124,3.831696236265527e-06
reverse_sorted,300,8,Merge Sort,0.0062061999924480915,1308,2488,599,10,9440,2.514010101116185e-06
reverse_sorted,300,8,Quick Sort,0.07750390004366636,44850,150,599,300,7320,3.139531240094919e-05
reverse_sorted,300,9,Heap Sort,0.010279799927957356,3759,1994,2144,9,3124,4.164145674935624e-06
reverse_sorted,300,9,Merge Sort,0.005960899987258017,1308,2488,599,10,9440,2.4146438719256814e-06
reverse_sorted,300,9,Quick Sort,0.07831979996990412,44850,150,599,300,7320,3.172581748595413e-05
reverse_sorted,300,10,Heap Sort,0.00968669995199889,3759,1994,2144,9,3124,3.923892487422215e-06
reverse_sorted,300,10,Merge Sort,0.007488899980671704,1308,2488,599,10,9440,3.033606751404561e-06
reverse_sorted,300,10,Quick Sort,0.0868796999566257,44850,150,599,300,7320,3.519326536990053e-05
reverse_sorted,400,1,Heap Sort,0.01679969998076558,5352,2822,3022,9,3924,4.8588557039619754e-06
reverse_sorted,400,1,Merge Sort,0.009523999993689358,1824,3488,799,10,11672,2.7545576258417515e-06
reverse_sorted,400,1,Quick Sort,0.20232859998941422,79800,200,799,400,165934,5.851803742083291e-05
reverse_sorted,400,2,Heap Sort,0.014286399935372174,5352,2822,3022,9,3924,4.13195211191514e-06
reverse_sorted,400,2,Merge Sort,0.008376499987207353,1824,3488,799,10,11672,2.4226744994659787e-06
reverse_sorted,400,2,Quick Sort,0.19574540003668517,79800,200,799,400,17720,5.6614026118413087e-05
reverse_sorted,400,3,Heap Sort,0.01563829998485744,5352,2822,3022,9,3924,4.522952384190754e-06
reverse_sorted,400,3,Merge Sort,0.009602600010111928,1824,3488,799,10,11672,2.777290540034479e-06
reverse_sorted,400,3,Quick Sort,0.209532699896954,79800,200,799,400,166880,6.060162712587159e-05
reverse_sorted,400,4,Heap Sort,0.01847829995676875,5352,2822,3022,9,3924,5.344345032784011e-06
reverse_sorted,400,4,Merge Sort,0.010403099935501814,1824,3488,799,10,11672,3.0088133429985195e-06
reverse_sorted,400,4,Quick Sort,0.19265859993174672,79800,200,799,400,17720,5.5721253252585566e-05
reverse_sorted,400,5,Heap Sort,0.015231600031256676,5352,2822,3022,9,3924,4.405325498495377e-06
reverse_sorted,400,5,Merge Sort,0.01131510001141578,1824,3488,799,10,11672,3.272584527956692e-06
reverse_sorted,400,5,Quick Sort,0.19953019998501986,79800,200,799,400,17720,5.770867642992912e-05
reverse_sorted,400,6,Heap Sort,0.015400599921122193,5352,2822,3022,9,3924,4.4542041141719764e-06
reverse_sorted,400,6,Merge Sort,0.011716300039552152,1824,3488,799,10,11672,3.3886207099939907e-06
reverse_sorted,400,6,Quick Sort,0.19769009994342923,79800,200,799,400,17720,5.717647760535608e-05
reverse_sorted,400,7,Heap Sort,0.015313599957153201,5352,2822,3022,9,3924,4.42904174391184e-06
reverse_sorted,400,7,Merge Sort,0.008821800001896918,1824,3488,799,10,11672,2.551465401614586e-06
reverse_sorted,400,7,Quick Sort,0.1971927999984473,79800,200,799,400,17720,5.703264713951312e-05
reverse_sorted,400,8,Heap Sort,0.01558070001192391,5352,2822,3022,9,3924,4.506293160671491e-06
reverse_sorted,400,8,Merge Sort,0.010108500020578504,1824,3488,799,10,11672,2.9236083406085534e-06
reverse_sorted,400,8,Quick Sort,0.1862470000050962,79800,200,799,400,17720,5.386687258443102e-05
reverse_sorted,400,9,Heap Sort,0.020827900036238134,5352,2822,3022,9,3924,6.023902867818578e-06
reverse_sorted,400,9,Merge Sort,0.008863700088113546,1824,3488,799,10,11672,2.56358386046464e-06
reverse_sorted,400,9,Quick Sort,0.19197279994841665,79800,200,799,400,17720,5.5522904284175685e-05
reverse_sorted,400,10,Heap Sort,0.015299299964681268,5352,2822,3022,9,3924,4.424905860528898e-06
reverse_sorted,400,10,Merge Sort,0.011289200047031045,1824,3488,799,10,11672,3.2650936686063902e-06
reverse_sorted,400,10,Quick Sort,0.19655730004888028,79800,200,799,400,17720,5.68488460860207e-05
reverse_sorted,500,1,Heap Sort,0.020527899963781238,7010,3676,3926,9,4588,4.579164368007079e-06
reverse_sorted,500,1,Merge Sort,0.011706799967214465,2272,4488,999,10,14272,2.6114391324898317e-06
reverse_sorted,500,1,Quick Sort,0.43009470007382333,124750,250,999,500,178182,9.594134465394027e-05
reverse_sorted,500,2,Heap Sort,0.026017199968919158,7010,3676,3926,9,4724,5.803664050545406e-06
reverse_sorted,500,2,Merge Sort,0.014741199905984104,2272,4488,999,10,14272,3.2883235728082624e-06
reverse_sorted,500,2,Quick Sort,0.4328664999920875,124750,250,999,500,28120,9.655965083447283e-05
reverse_sorted,500,3,Heap Sort,0.02522599999792874,7010,3676,3926,9,4724,5.627170852433571e-06
reverse_sorted,500,3,Merge Sort,0.012891699909232557,2272,4488,999,10,14272,2.8757550929005944e-06
reverse_sorted,500,3,Quick Sort,0.4240754999918863,124750,250,999,500,28120,9.45986400135366e-05
reverse_sorted,500,4,Heap Sort,0.024073499953374267,7010,3676,3926,9,4724,5.370082346182964e-06
reverse_sorted,500,4,Merge Sort,0.013405000092461705,2272,4488,999,10,14272,2.9902571078793086e-06
reverse_sorted,500,4,Quick Sort,0.47329049999825656,124750,250,999,500,28120,0.00010557704378587878
reverse_sorted,500,5,Heap Sort,0.022795299999415874,7010,3676,3926,9,4724,5.084953926097053e-06
reverse_sorted,500,5,Merge Sort,0.011290100053884089,2272,4488,999,10,14272,2.5184857666491588e-06
reverse_sorted,500,5,Quick Sort,0.42292070004623383,124750,250,999,500,28120,9.434103846770685e-05
reverse_sorted,500,6,Heap Sort,0.024224899942055345,7010,3676,3926,9,4724,5.403855183867689e-06
reverse_sorted,500,6,Merge Sort,0.011119099915958941,2272,4488,999,10,14272,2.4803407182081248e-06
reverse_sorted,500,6,Quick Sort,0.4323087999364361,124750,250,999,500,28120,9.643524452757441e-05
reverse_sorted,500,7,Heap Sort,0.03166310000233352,7010,3676,3926,9,4724,7.063096545050743e-06
reverse_sorted,500,7,Merge Sort,0.019988800049759448,2272,4488,999,10,14272,4.458907199887602e-06
reverse_sorted,500,7,Quick Sort,0.4448991999961436,124750,250,999,500,28120,9.924378857904039e-05
reverse_sorted,500,8,Heap Sort,0.020339999930001795,7010,3676,3926,9,4724,4.5372494550862134e-06
reverse_sorted,500,8,Merge Sort,0.016074800048954785,2272,4488,999,10,14272,3.585810128502468e-06
reverse_sorted,500,8,Quick Sort,0.4328527000034228,124750,250,999,500,28120,9.655657246715402e-05
reverse_sorted,500,9,Heap Sort,0.020839900011196733,7010,3676,3926,9,4724,4.648762305568267e-06
reverse_sorted,500,9,Merge Sort,0.014270400046370924,2272,4488,999,10,14272,3.183302116867462e-06
reverse_sorted,500,9,Quick Sort,0.4523342000320554,124750,250,999,500,28120,0.00010090231610989589
reverse_sorted,500,10,Heap Sort,0.02377810003235936,7010,3676,3926,9,4724,5.304187403445997e-06
reverse_sorted,500,10,Merge Sort,0.011997699970379472,2272,4488,999,10,14272,2.6763302772974654e-06
reverse_sorted,500,10,Quick Sort,0.4395788999972865,124750,250,999,500,177440,9.805698777501957e-05
reverse_sorted,600,1,Heap Sort,0.026886100065894425,8718,4572,4872,10,5452,4.855460734388203e-06
reverse_sorted,600,1,Merge Sort,0.016880700015462935,2916,5576,1199,11,17136,3.0485483537286653e-06
reverse_sorted,600,1,Quick Sort,0.841737600043416,179700,300,1199,600,188610,0.00015201252155025053
reverse_sorted,600,2,Heap Sort,0.027637200080789626,8718,4572,4872,10,5588,4.9911046775775785e-06
reverse_sorted,600,2,Merge Sort,0.017971400055103004,2916,5576,1199,11,17136,3.2455219275265963e-06
reverse_sorted,600,2,Quick Sort,0.8136407000711188,179700,300,1199,600,38552,0.00014693839796076874
reverse_sorted,600,3,Heap Sort,0.02820509998127818,8718,4572,4872,10,5588,5.093663831234192e-06
reverse_sorted,600,3,Merge Sort,0.016480799997225404,2916,5576,1199,11,17136,2.9763289231874338e-06
reverse_sorted,600,3,Quick Sort,0.844249099958688,179700,300,1199,600,38552,0.0001524660826540601
reverse_sorted,600,4,Heap Sort,0.025823500007390976,8718,4572,4872,10,5588,4.66356184061867e-06
reverse_sorted,600,4,Merge Sort,0.016360900015570223,2916,5576,1199,11,17136,2.954675739886257e-06
reverse_sorted,600,4,Quick Sort,0.8085444000316784,179700,300,1199,600,38552,0.00014601803819600117
reverse_sorted,600,5,Heap Sort,0.025794200017116964,8718,4572,4872,10,5588,4.658270446480258e-06
reverse_sorted,600,5,Merge Sort,0.02021370001602918,2916,5576,1199,11,17136,3.650467211086265e-06
reverse_sorted,600,5,Quick Sort,0.8097326999995857,179700,300,1199,600,38552,0.00014623263770357974
reverse_sorted,600,6,Heap Sort,0.025721199926920235,8718,4572,4872,10,5588,4.645087088883274e-06
reverse_sorted,600,6,Merge Sort,0.015301499981433153,2916,5576,1199,11,17136,2.7633547504100936e-06
reverse_sorted,600,6,Quick Sort,0.8252577999373898,179700,300,1199,600,38552,0.00014903637320113087
reverse_sorted,600,7,Heap Sort,0.03591990005224943,8718,4572,4872,10,5588,6.486908248477644e-06
reverse_sorted,600,7,Merge Sort,0.017963899997994304,2916,5576,1199,11,17136,3.2441674643390117e-06
reverse_sorted,600,7,Quick Sort,0.9709425999317318,179700,300,1199,600,38552,0.00017534613267669856
reverse_sorted,600,8,Heap Sort,0.030956199974752963,8718,4572,4872,10,5588,5.5904952036516866e-06
reverse_sorted,600,8,Merge Sort,0.022133000078611076,2916,5576,1199,11,17136,3.9970807425592315e-06
reverse_sorted,600,8,Quick Sort,0.9354607999557629,179700,300,1199,600,38552,0.0001689383425492165
reverse_sorted,600,9,Heap Sort,0.02650020003784448,8718,4572,4872,10,5588,4.7857696141065865e-06
reverse_sorted,600,9,Merge Sort,0.017308400012552738,2916,5576,1199,11,17136,3.1257882857707915e-06
reverse_sorted,600,9,Quick Sort,0.8716459999559447,179700,300,1199,600,187712,0.00015741379064646563
reverse_sorted,600,10,Heap Sort,0.02684659999795258,8718,4572,4872,10,5588,4.848327270314677e-06
reverse_sorted,600,10,Merge Sort,0.03642929997295141,2916,5576,1199,11,17136,6.578902673366602e-06
reverse_sorted,600,10,Quick Sort,0.9527577999979258,179700,300,1199,600,38552,0.00017206207207196602
reverse_sorted,700,1,Heap Sort,0.033236099989153445,10512,5498,5848,10,6252,5.0237099012850944e-06
reverse_sorted,700,1,Merge Sort,0.01991409994661808,3504,6676,1399,11,19344,3.010060178831301e-06
reverse_sorted,700,1,Quick Sort,1.5416340999072418,244650,350,1399,700,199064,0.00023302139825040317
reverse_sorted,700,2,Heap Sort,0.04062230000272393,10512,5498,5848,10,6388,6.1401503426472185e-06
reverse_sorted,700,2,Merge Sort,0.022365599987097085,3504,6676,1399,11,19344,3.380609823054732e-06
reverse_sorted,700,2,Quick Sort,1.5064356999937445,244650,350,1399,700,48952,0.00022770108238264082
reverse_sorted,700,3,Heap Sort,0.04228829999919981,10512,5498,5848,10,6388,6.391969920773658e-06
reverse_sorted,700,3,Merge Sort,0.019453200045973063,3504,6676,1399,11,19344,2.940394141145552e-06
reverse_sorted,700,3,Quick Sort,1.4338681000517681,244650,350,1399,700,48952,0.00021673232941643914
reverse_sorted,700,4,Heap Sort,0.03462180006317794,10512,5498,5848,10,6388,5.233161527208719e-06
reverse_sorted,700,4,Merge Sort,0.01800320006441325,3504,6676,1399,11,19344,2.7212234422187077e-06
reverse_sorted,700,4,Quick Sort,1.3549588000169024,244650,350,1399,700,48952,0.00020480501447822433
reverse_sorted,700,5,Heap Sort,0.030661200056783855,10512,5498,5848,10,6388,4.634508090925729e-06
reverse_sorted,700,5,Merge Sort,0.018578200018964708,3504,6676,1399,11,19344,2.8081359549943147e-06
reverse_sorted,700,5,Quick Sort,1.3614546998869628,244650,350,1399,700,48952,0.0002057868840870421
reverse_sorted,700,6,Heap Sort,0.03383339999709278,10512,5498,5848,10,155060,5.113993116370552e-06
reverse_sorted,700,6,Merge Sort,0.02018959994893521,3504,6676,1399,11,19344,3.051702612507223e-06
reverse_sorted,700,6,Quick Sort,1.335376700037159,244650,350,1399,700,48952,0.0002018451368274682
reverse_sorted,700,7,Heap Sort,0.030610300018452108,10512,5498,5848,10,6388,4.626814437740594e-06
reverse_sorted,700,7,Merge Sort,0.021895700017921627,3504,6676,1399,11,19344,3.309583405137747e-06
reverse_sorted,700,7,Quick Sort,1.3467687000520527,244650,350,1399,700,48952,0.000203567062784152
reverse_sorted,700,8,Heap Sort,0.03283379995264113,10512,5498,5848,10,6388,4.962901362456115e-06
reverse_sorted,700,8,Merge Sort,0.019403199898079038,3504,6676,1399,11,19344,2.9328365083871084e-06
reverse_sorted,700,8,Quick Sort,1.4261223999783397,244650,350,1399,700,48952,0.00021556154974722508
reverse_sorted,700,9,Heap Sort,0.03010179998818785,10512,5498,5848,10,6388,4.549953535358065e-06
reverse_sorted,700,9,Merge Sort,0.019015999976545572,3504,6676,1399,11,19344,2.8743103852794248e-06
reverse_sorted,700,9,Quick Sort,1.5833853000076488,244650,350,1399,700,48952,0.00023933218433551544
reverse_sorted,700,10,Heap Sort,0.03696499997749925,10512,5498,5848,10,6388,5.587341368228212e-06
reverse_sorted,700,10,Merge Sort,0.01942969998344779,3504,6676,1399,11,19344,2.9368420548048696e-06
reverse_sorted,700,10,Quick Sort,1.4092721999622881,244650,350,1399,700,48952,0.0002130146048082311
reverse_sorted,800,1,Heap Sort,0.04113340005278587,12293,6442,6842,10,7052,5.331555039207133e-06
reverse_sorted,800,1,Merge Sort,0.023014800040982664,4048,7776,1599,11,21712,2.983090942576607e-06
reverse_sorted,800,1,Quick Sort,2.0566767000127584,319600,400,1599,800,210129,0.00026657862004846023
reverse_sorted,800,2,Heap Sort,0.03781519993208349,12293,6442,6842,10,7188,4.901462546198394e-06
reverse_sorted,800,2,Merge Sort,0.022174499928951263,4048,7776,1599,11,21712,2.8741744345564072e-06
reverse_sorted,800,2,Quick Sort,2.231616700068116,319600,400,1599,800,59352,0.0002892536782166913
reverse_sorted,800,3,Heap Sort,0.037710499949753284,12293,6442,6842,10,7188,4.887891732269053e-06
reverse_sorted,800,3,Merge Sort,0.02536629990208894,4048,7776,1599,11,21712,3.287883420662233e-06
reverse_sorted,800,3,Quick Sort,1.9992617000825703,319600,400,1599,800,59352,0.00025913670589084033
reverse_sorted,800,4,Heap Sort,0.03671659994870424,12293,6442,6842,10,7188,4.7590661901971396e-06
reverse_sorted,800,4,Merge Sort,0.021961999940685928,4048,7776,1599,11,21712,2.8466309934157865e-06
reverse_sorted,800,4,Quick Sort,2.0909864000277594,319600,400,1599,800,59352,0.00027102571301363987
reverse_sorted,800,5,Heap Sort,0.0369449999416247,12293,6442,6842,10,7188,4.788670529533232e-06
reverse_sorted,800,5,Merge Sort,0.022279300028458238,4048,7776,1599,11,21712,2.887758225293832e-06
reverse_sorted,800,5,Quick Sort,2.0046657000202686,319600,400,1599,800,208672,0.0002598371518316752
reverse_sorted,800,6,Heap Sort,0.03575290006119758,12293,6442,6842,10,7188,4.634155072105128e-06
reverse_sorted,800,6,Merge Sort,0.023031799937598407,4048,7776,1599,11,21712,2.9852944045892622e-06
reverse_sorted,800,6,Quick Sort,2.060426100040786,319600,400,1599,800,59352,0.0002670646030352248
reverse_sorted,800,7,Heap Sort,0.035398000036366284,12293,6442,6842,10,7188,4.5881542792366595e-06
reverse_sorted,800,7,Merge Sort,0.022697900072671473,4048,7776,1599,11,21712,2.9420155726629622e-06
reverse_sorted,800,7,Quick Sort,2.029662000015378,319600,400,1599,800,59352,0.00026307707727011296
reverse_sorted,800,8,Heap Sort,0.0398257999913767,12293,6442,6842,10,7188,5.162068887132975e-06
reverse_sorted,800,8,Merge Sort,0.02670289995148778,4048,7776,1599,11,21712,3.461128441001714e-06
reverse_sorted,800,8,Quick Sort,2.062314599985257,319600,400,1599,800,59352,0.0002673093832231637
reverse_sorted,800,9,Heap Sort,0.04219129995908588,12293,6442,6842,10,7188,5.4686760058467135e-06
reverse_sorted,800,9,Merge Sort,0.027651000069454312,4048,7776,1599,11,21712,3.5840175762331934e-06
reverse_sorted,800,9,Quick Sort,2.0859262000303715,319600,400,1599,800,59352,0.00027036982911488977
reverse_sorted,800,10,Heap Sort,0.04179459996521473,12293,6442,6842,10,7188,5.41725725979939e-06
reverse_sorted,800,10,Merge Sort,0.02132159995380789,4048,7776,1599,11,21712,2.7636247801495303e-06
reverse_sorted,800,10,Quick Sort,2.1082521999487653,319600,400,1599,800,208512,0.000273263640402493
reverse_sorted,900,1,Heap Sort,0.047735000029206276,14182,7414,7864,10,7852,5.4045314326763365e-06
reverse_sorted,900,1,Merge Sort,0.023874200065620244,4572,8876,1799,11,24304,2.7030242925673573e-06
reverse_sorted,900,1,Quick Sort,2.9482716999482363,404550,450,1799,900,219864,0.00033380176107030974
reverse_sorted,900,2,Heap Sort,0.05511820001993328,14182,7414,7864,10,7988,6.240453427003467e-06
reverse_sorted,900,2,Merge Sort,0.028613400063477457,4572,8876,1799,11,24304,3.2395940074199338e-06
